Tanggal,Username,Rekomendasi,Review,Informasi Tambahan
05 Jul 2024,Uul55,Uul55 recommends this product!,"Salahsatu produk brightening yang cocok buat sensitif skin, nggak bikin iritasi dan perih dikulit. Dikombinasi sama produk hydrating makin bagus hasilnya, emang nggak instan tapi cukup buat mudari bekas jerawat dan meredakan kemerahan dimuka.",Usage Period : 3 months - 6 months Purchase Point : Shopee
05 Jul 2024,nindyadz,nindyadz recommends this product!,"serum andalan aku bangett, dulu awalnya nyoba karena viral dan jadi penasaran eh ternyata ngaruh banget di akuu, beneran bikin kulit cerahan ga kusam lagi, bonus naikin tone up kulit sooo worth to buy! btw kulitku oily to normal tp ga bikin makin berminyak",Usage Period : More than 1 year Purchase Point : Shopee
05 Jul 2024,Renarach,Renarach recommends this product!,"Moisturizer bite serum uang buat muka plumpy abis seletelah dipake. Mantap banget hasilnya. Gak lengket, ga gatal sama sekali dan satu lagi yang buat oke, harganya ramah bgt dikantong coy gilaaa. Tunggu apa lagi, jangan lupa pesan yaaa guysâ¤ï¸â¤ï¸",Usage Period : 3 months - 6 months Purchase Point : FD Flash Sale
05 Jul 2024,fikuyy,fikuyy recommends this product!,"Bagus banget jujurr serumnya somethinc yang sabi beet serum, dulu pernah nyoba dari berbagai merk tapi yang hasilnya keliatan di aku itu serum yang sabi beetnya dari somethinc, bikin ketagihan sampe sekarang, hasilnya tuh beneran nyerahin kulit apalagi buat aku yang sering kegiatan outdoorð¥º",Usage Period : More than 1 year Purchase Point : Brand Website
05 Jul 2024,Nitaaaaaaaaaaaaa,Nitaaaaaaaaaaaaa recommends this product!,"Satu-satunya serum yang sesuai dengan jenis kulitku, kulitku yang awalnya kusam, bruntusan, berjerawat dan setelah aku menggunakan serum niacinamide jadi ngebantu memudarkan bekas jerawat dan mencerahkan kulitku serta saat ini kulitku tidak bruntusan lagi. Aku rekomendasiin sekali deh untuk produk ini ð",Usage Period : More than 1 year Purchase Point : Shopee
05 Jul 2024,alifiadiba,alifiadiba recommends this product!,"setelah ngehabisin satu tube ini, jujur belum merasa ada perubahan yg kelihatan di muka. ngga mencerahkan juga, kayak ngga terjadi apa apa. ntah kenapa kalo malem habis pake serum ini, paginya malah kayak visible gitu pores nya. terus juga kadang ada bruntusan kecil terutama di bagian mukaku yg paling sensitif yaitu dagu (dan selalu di dagu ngga di area lain). jadi terpaksa aku stop dulu dan sekarang dipake suami eh malah bagus di dia wkwk jadi bingung mau review gimanatapi jujur kalo aku pribadi kurang suka concentrate nya yg lumayan thick susah meresap dan a bit tacky apalagi kalo dibawa tidur. meskipun udah meresap tapi greasy aja gitu :') untungnya bisa dipake suami jadi ngga mubazir hihi",Usage Period : 3 months - 6 months Purchase Point : Sociolla
05 Jul 2024,salch,salch recommends this product!,"Bagus kali produknya hampir 3 tahun pake produk ini ga pernah ingin ganti serum ke yg lain, emang secinta itu sama serumnya jerawat langsung hilang dan bekasnya cepat mudar kalo pake ini, secinta itu sama serum ini ga tandingnya rekomen lah",Usage Period : More than 1 year Purchase Point : Female Daily Studio
05 Jul 2024,amadiaws,amadiaws recommends this product!,"pertama kali pake itu pas ngerasa muka lagi kusam bangett, nyoba juga karna liat beberapa temen ada yang pake dan akhirnya mantep buat beli. setelah setangah pemakaian tuh ngerasa lebih cerah dan orang-orang sekitar juga bilang hal yang samaa, sejak itu aku jadi suka banget pake inii",Usage Period : More than 1 year Purchase Point : Shopee
04 Jul 2024,adindazalsp,adindazalsp recommends this product!,"Dulu awalnya nyoba yg 5% dan lumayan bikin cerah dikulitku. pembelian kedua aku coba yg 10% dan aku pake rutin selama 3 bulanan benerâ bikin kulit aku cerahan bgt, ga kusam dan ga gampang jerawatan deh pokonya. gatau udah abis berapa botol, aku selalu repurchase udah 4 tahun pake ini serum sampe sekarang luvv bgt pokonyað«¶ð»ð«¶ð»",Usage Period : 3 months - 6 months Purchase Point : Shopee
02 Jul 2024,indah_puspita,indah_puspita recommends this product!,"Jujur ini best bgt di kulit aku pertama kali pakek produk ini malem, paginya udah Keliatan cerah nggak kusam kayak lebih seger gitu dan bisa nyamarin pori pori yg paking aku suka lagi dia teksturnya watery gitu.jujadi Bakalan aku beli berulang sih ",Usage Period : 1 week - 1 month Purchase Point : Shopee
02 Jul 2024,almazza,almazza doesn't recommend this product! ,"Dulu pernah pake sekitar 5-7 tahun yang lalu,pas SMA, pake sampai 3 botol kayanya, tapi gak ada perubahan yang keliatan, kulit muka gak cerah-cerah, gak ada perubahan aja. Dipake sama kakak juga gaada perubahan gitu, gak keliatan efeknya. ",Usage Period : More than 1 year Purchase Point : Shopee
01 Jul 2024,Mirnasilvi,Mirnasilvi recommends this product!,"Ini salah satu serum andalan sekaliii , pokoknya ga boleh skip punya si ini serum kalo muka lg jerawatan , kusem , ini salah satu penyelamat wajahku yang super sensitive dan pejuang acne. Udah dari 2tahunan lebih pokoknya punya ini, dan harus stock terusss",Usage Period : More than 1 year Purchase Point : Official Brand Store
01 Jul 2024,jkusuma,jkusuma doesn't recommend this product! ,"Ga cocok di aku langsung tumbuh jerawat, padahal sebelumnya aku pake serum niacinamide waktu launch pertama tuh cocok2 aja ð¥²ð¥² & aku tuh biasanya emg cocok bgt sm niacinamide, gataudeh knp yg ini sampe breakout. Aku udh coba bbrp serum somethinc & emg mostly ga cocok di aku ðð»",Usage Period : Less than 1 week Purchase Point : Shopee
29 Jun 2024,aliyah_ald,aliyah_ald recommends this product!,Gatau udah berapa kali repurchase dan rekomendasiin produk ini ke temen-temen. Dia aku ngaruh buat mencerahkan tapi aku cocoknya sama yg kandungan 5% niacinamide dibanding 10% yg di kulitku justru jadi keliatan bertekstur kalo pas ngaca tegak lurus gitu.,Usage Period : More than 1 year Purchase Point : Tokopedia
28 Jun 2024,Eli0102,Eli0102 recommends this product!,"Beli karena lagi butuh serum buat menghempaskan bekas jerawat, dan merawat skin barrier juga. Setelah baca specnya dan kandungan di dalamnya jadinya ku cekout saja pas tgl 25 kemarin. Awal-awal pakai gada iritasi apapun, oil controlnya bagus, mudah menyerap karena teksturnya gel, non comedogenic dan hypolergenic. Buat mencerahkan mungkin belum kelihatan , semoga cocok deh pakai sampai habis ,bisa repurchase malah.",Usage Period : 1 week - 1 month Purchase Point : Lazada
26 Jun 2024,elviagrd,elviagrd recommends this product!,"kesayangan aku dari somethinc, bener2 senjata utama kalau muka lagi break out, niscaya ga sampe seminggu segala jerawat dan bruntusan sudah hilang, sering promo jugaaa jd good deals bgt kalau mau beli buat stockk",Usage Period : More than 1 year Purchase Point : Shopee
23 Jun 2024,Mega_1710,Mega_1710 recommends this product!,"Sebelum ada Skintific, serum Somethinc Niacinamide Moisture Sabi Beet Max Brightening ini tuh andalan aku bangettttt!!! Beneran bikin cerah dalam jangka waktu pemakaian rutin yaaa. Tekstur kental dan juga bikin wajah lembab dan glowing",Usage Period : More than 1 year Purchase Point : Official Brand Store
21 Jun 2024,Nurica,Nurica recommends this product!,Aku ituu kl review pakai hati bangettt seriusan ini yg uda sjuta umat yah pakai ini base nya mau ditumpuk cushion primer pelembab sunscreen tetep after applynya ada glowing girlss.. semua pd tanya pakai apa ini lah satu diantara yg aku paakaai Somethinc niacinamide moist..ð¥° cb de stela itu comment reviewny yah dg aku jg ^^,Usage Period : 1 week - 1 month Purchase Point : Instagram
20 Jun 2024,mochihoshi,mochihoshi recommends this product!,"Dulu pernah beli ini di 2021 pas aku masih newbie skincare, ternyata cocok bgt di kulitku yg dry sensitive. Efeknya ada banget mukaku jd cerahan & setelah nyoba2 produk brightening lain ujung2nya balik ke sini lagi, cocoknya sama niacinamide! decided to repurchase this product thru jastip at this year's JxB",Usage Period : More than 1 year Purchase Point : XBeauty by Female Daily
19 Jun 2024,hfzhaia,hfzhaia recommends this product!,"Serum ini cocok bgt buat kulitku yang kering. Efeknya melembapkan, bikin kulit kenyal, lumayan menyamarkan pori. Untuk efek mencerahkan wajah dan dark spot harus agak lama ya pemakaiannya dan rutin, sebulanan baru baru agak berkurang dark spotnya. Aku pakenya rutin tiap hari",Usage Period : 6 months - 1 year Purchase Point : Shopee
19 Jun 2024,masitaauliarrr,masitaauliarrr recommends this product!,Serum yang pnya klaim mencerahkan.. tp aman untuk kulit sensitive dan acne prone skin kaya akuu â¦ aku pakai sudah hampir 1tahunann. Sudah habis 5tubeð bagus bgt buat hilangin darkspot bekas jerawatð dan jugaa mencerahkannya ada bgt pdhal kulitku type yg susah bgt cerahnya ,Usage Period : 6 months - 1 year Purchase Point : PR Package
14 Jun 2024,amaliaarumsari,amaliaarumsari recommends this product!,"Lumayan love hate relationship sama serum ini. Pernah menjadi my go to serum tapi kok lama2 gak ada efeknya ya di wajah. Padahal selalu beli di official store. Dulu awal2 pake nampol bgt wajah cerah, gak jerawatan tapi utk bekas jerawat memang kurang ada efek alias lama bgt ilanginnya. Tapi utk sekarang2 serum ini kurang berefek ke aku gatau kenapa",Usage Period : More than 1 year Purchase Point : Shopee
09 Jun 2024,nasywanabila,nasywanabila recommends this product!,"serum ini snagat membantu untuk kulit yang kusam, harganya jg affordable dann sangat membantu meningkatkan kulit menjadi lebih cerahh. sangatt recomend sekali untuk kulit yang kusamm karna dapat meningkatkan kulit menjadi lebih cerah!!",Usage Period : Less than 1 week Purchase Point : XBeauty by Female Daily
09 Jun 2024,merrysidauruk,merrysidauruk recommends this product!,"Something brand yg sangat terkenal, dan serum nya bnyak pilihan buat mengatasi jerawat meradang dan bekas jerawat dan itu ampuhh.cushion nya jga baguss sangat ringan di wajahh.liptint nya baguss tidak bikin bibir jdi kering dan bnyak pilihan warnaðð",Usage Period : 6 months - 1 year Purchase Point : Shopee
09 Jun 2024,nandatmsr,nandatmsr recommends this product!,pengguna somethinc dari lama awalnya coba coba ternyata cocok dan efek memcerahkan karena kandungan niacinamide dan bisa melembabkan juga. sudah mencoba dari kandungan yang 5% sampai 10% karena memang bagus dan hasilnya cukup memuaskan,Usage Period : More than 1 year Purchase Point : Shopee
09 Jun 2024,Dika2911,Dika2911 recommends this product!,"Best serum i ever had sih, gilasih bagus banget parah, mencerahkan banget babget, aku pertama kali kenal serum ya ini sih, biarin nya gak lebay, harga juga Oke banget, pokoknya aku emang suka banget produk ini banget. Bakalan beli terus kalo abis. ",Usage Period : More than 1 year Purchase Point : Female Daily Studio
09 Jun 2024,dwssnti,dwssnti recommends this product!,"Baru pertama kali coba karena lihat reviewnya sebagus itu untuk bekas jerawat. Ternyata pas pemakaian tuh emang ngerasa muka langsung plumpy dan enak gitu kenyal, untuk bekas jerawatnya masih ada cuma ga terlalu hitam, dan lumayan cocok dimuka ku ini.",Usage Period : Less than 1 week Purchase Point : Shopee
09 Jun 2024,andhikaprdn,andhikaprdn recommends this product!,"Brand serum paling enak menurut aku, udah pake ini hampir setahun dan alhamdulillah cocok di muka aku yang sensitif, Kalau dipake tuh seger dingin dan gak berminyak dan ga bikin kulit jadi gelap/kusamRecommended bgt pokoknya kalau kalian mau coba serum somethinc buat berpergian atau dipake sebelum tidur juga enak dingin, bangun bangun muka cerahan hehe",Usage Period : 6 months - 1 year Purchase Point : Brand Website
09 Jun 2024,reef,reef recommends this product!,"serum niacinamide ini sah satu serum go-to disaat barrier kulit ku lagi rusak bgt. overall teksturnya itu plumpy, gampang menyerap, dan gak bikin lengketharga nya juga terjangkau juga untuk serum niacinamide kebanyakan. sangat rekomen banget!",Usage Period : 6 months - 1 year Purchase Point : Shopee
09 Jun 2024,naflasyl,naflasyl recommends this product!,"Serum ini sangat bisa membantu permasalahan kulit saya terutama pada kekusaman pada saat saya pakai kurang lebih 1 bulan ini sudah ada efek mencerahkan dari kandungan niacinamide nya, sangat aman formulanya untuk dikulit yang sensitif",Usage Period : More than 1 year Purchase Point : Female Daily Studio
09 Jun 2024,Sirani,Sirani recommends this product!,"Awalnya cari produk yang sesuai dgn jenis kulit Dan masalah yang ada di kulit Dankarena sroll lihat review yang pakai jadi tertarik nyoba ,hasilnya maslah kulit mulai teratasi Dan Masih dipakai sampai sekarang hasilnya memuaskan kulit lebih kenyal Dan kusam berkurang",Usage Period : 1 week - 1 month Purchase Point : Lazada
09 Jun 2024,Ami02,Ami02 recommends this product!,"Berawal pake produk ini karena banyak yang menyarankan ,susahnya mencari produk yang benar benar sesuai dan setelah coba hasilnya memuaskan dan mengurangi masalah area kulit yang kusam dan tidak merata dan setelah rutin di pakai memberikan hasil kulit lebih cerah dan segar",Usage Period : 1 week - 1 month Purchase Point : Shopee
09 Jun 2024,pipitiky,pipitiky recommends this product!,somethinc Niacinamide membantu mengatasi noda hitam akibat hiperpigmentasi dengan cara menghalangi transfer melanin dari sel-sel melanosit ke sel-sel keratinosit di kulit. membantu untuk mencerahkan wajah dan menghilangkan flek hitam pada kulit,Usage Period : More than 1 year Purchase Point : Shopee
09 Jun 2024,zaivani___,zaivani___ recommends this product!,Ga pernah ngerasa cocok banget sama serum laim selaim something soalnya selalu make jni dan nyoba ke yang lain malah ga cocok. Gatau ini buatnya gimana tapi ko bisa banget ya cocok buat aku yg kulitmya sensitif banget huhu sukakkk mau versi besarnyaa,Usage Period : 6 months - 1 year Purchase Point : Female Daily Studio
09 Jun 2024,sellyartika,sellyartika recommends this product!,"Awal mula pakai produk ini karena aku lagi struggle dalam mencari ""skincare yang cocok"" untuk wajah sensitif ku ini yang saat itu sedang banyak bekas jerawat akibat terlalu sering menggunakan masker dalam berkegiatan sehari-hari. Dengan telaten membaca ingredient serta aturan pakai, ternyata hasilnya di aku WORK lho! Bisa menyamarkan bekas jerawat, melembabkan dan juga menyamarkan pori-pori. Selama setahun 6-12 bulan pertama wajah ku glowing. Habis 2 botol, aku next step ke yang 10%.",Usage Period : More than 1 year Purchase Point : Shopee
08 Jun 2024,kerenstvylnn,kerenstvylnn recommends this product!,Somethinc niacinamide serum yangg satu ini okeeee bgt. Oke di pake daily dan ga berat dan awet. Yang satu ini juga must try pokokkk e. Super zuper oke. Sekalinya pake bakal balik beli lagi se worth it itu dehh pokoknyaaa Ya kali ga beliii <3<3<3,Usage Period : 1 month - 3 months Purchase Point : Instagram
08 Jun 2024,fransiskaPasaribu,fransiskaPasaribu recommends this product!,"Saya sangat suka dengan produk somethic, karena sangat cocok di wajah saya yang berminyak dan sensitif.Sampai sekarang saya masih memakai, kulit saya terasa sangat halus dan sehat.Saya sangat menyukai produk somethic dan harganya juga terjangkau.",Usage Period : More than 1 year Purchase Point : Instagram
08 Jun 2024,roraayn,roraayn recommends this product!,"produknya bagus, mencerahkan juga secara bertahap, ga bikin kering dan ga perih, suka banget sama produknya. gampang dibeli juga, banyak yang jual di e commers dan toko offline, harganya juga standar ga terlalu mahal dan ga terlalu murah",Usage Period : 1 month - 3 months Purchase Point : Shopee
08 Jun 2024,MelvaJS,MelvaJS recommends this product!,"baguuuusss bangett. Saya selalu pakai setelah menggunakan retinol. gak pernah nyoba brand lain. udah percaya banged dengan brand ini. Selain aman, hasilnya gak perlu nunggu lama. kulit langsung kelihatan cerahh. Sangat recomendeed dehh. gak bakal nyesel..",Usage Period : More than 1 year Purchase Point : Shopee
08 Jun 2024,taya,taya recommends this product!,Salah satu serum yang mambantu banget mengurangi dan menenangkan kulit yang sedang berjerawat dan kulit kemerahan bener-bener cepet ngempesin jerawat dan menyamarkan bekas jerawat yang hitam mau pun yang merah cepet banget memudarkannya,Usage Period : 3 months - 6 months Purchase Point : Female Daily Studio
